id,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q11,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q17,Q17,Q17,Q17,Q17,Q17,Q17,Q17,Q18,Q20,Q21,device_type,מקור,ISAIncome
639,אישה,25,יהודי,,(04) צפון,מסורתי/ת,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,,"mobile, iOS",0,8001-9000
670,גבר,25,יהודי,,(03) מרכז,חרדי/ת,1,סיב אופטי,סלקום,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,11001-12000,,"mobile, Android",0,11001-12000
693,גבר,25,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,הוט נט,,,,,,,,,FreeTV,,,,,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,4001-5000,,"mobile, Android",0,4001-5000
712,גבר,25,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
726,גבר,25,יהודי,,(03) מרכז,חרדי/ת,1,לא יודע/ת,אינטרנט רימון/אתרוג,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,14001-16000,,desktop,0,14001-16000
729,אישה,25,יהודי,,(08) דרום,חילוני/ת,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,,,,,אחר,,,,דיסני פלוס,,,,,,אחר,,,ספוטיפיי – Spotify,,,,,אחר,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,7001-8000,,desktop,0,7001-8000
742,אישה,25,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,אחר,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
763,גבר,25,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,12001-13000,,"mobile, iOS",0,12001-13000
806,אישה,25,יהודי,,(04) צפון,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,עד 3000,,"mobile, iOS",0,עד 3000
846,אישה,25,יהודי,,(08) דרום,חילוני/ת,1,לא יודע/ת,לא יודע/ת,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,אפל TV - AppleTV,אמאזון פריים - Amazon Prime,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,,"mobile, iOS",0,8001-9000
883,אישה,25,יהודי,,(09) שרון,דתי/ה,1,סיב אופטי,הוט נט,,,,יס - Yes,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,9001-10000,,"mobile, Android",0,9001-10000
908,אישה,25,יהודי,,(08) דרום,דתי/ה,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,,"mobile, iOS",0,8001-9000
957,אישה,25,ערבי - מוסלמי,הכרמל וסביבותיו,,,1,סיב אופטי,פלאפון,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,לא יודע ת,,,,,,,,לא יודע ת,,יסודית,6001-7000,,"mobile, iOS",0,6001-7000
981,אישה,25,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פלאפון,,,,יס - Yes,,,,,,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,5001-6000,,"mobile, iOS",0,5001-6000
984,אישה,25,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,18001-22000,,"mobile, iOS",0,18001-22000
1018,אישה,25,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,9001-10000,,"mobile, iOS",0,9001-10000
1024,אישה,25,יהודי,,(02) ירושלים,חילוני/ת,1,לא יודע/ת,פרטנר,,,,,,,פרטנר TV,,,,אחר,,,נטפליקס – Netflix,,,,,,,אחר,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000
1073,אישה,25,יהודי,,(02) ירושלים,חילוני/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,18001-22000,,"mobile, iOS",0,18001-22000
1095,אישה,25,יהודי,,(09) שרון,מסורתי/ת,1,לא יודע/ת,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,BIGI,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
1102,אישה,25,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,,דיסני פלוס,,,,,,,,,,אפל מיוזיק - Apple music,,,,,,,על תיכונית,10001-11000,,"mobile, iOS",0,10001-11000
1105,אישה,25,ערבי - נוצרי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,7001-8000,,"mobile, iOS",0,7001-8000
1135,אישה,25,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,יס פלוס - Yes,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,4001-5000,,desktop,0,4001-5000
1190,אישה,25,יהודי,,(03) מרכז,דתי/ה,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,5001-6000,,desktop,0,5001-6000
1192,אישה,25,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,,"mobile, Android",0,13001-14000
1213,גבר,25,יהודי,,(02) ירושלים,דתי/ה,1,קו טלפון (ADSL),אינטרנט רימון/אתרוג,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,14001-16000,,"mobile, Android",0,14001-16000
1218,גבר,25,יהודי,,(02) ירושלים,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,עד 3000,,"mobile, Android",0,עד 3000
1226,אישה,25,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,סלקום,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,,"mobile, Android",0,3001-4000
1229,אישה,25,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,אחר,,,על תיכונית,13001-14000,,"mobile, Android",0,13001-14000
48,גבר,26,ערבי - מוסלמי,נצרת וסביבותיה,,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,לא יודע ת,,תיכונית / ישיבה קטנה,5001-6000,,"mobile, Android",0,5001-6000
98,אישה,26,יהודי,,(04) צפון,חילוני/ת,1,קו טלפון (ADSL),פלאפון,,,,יס - Yes,,,,,,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על יסודית,12001-13000,,desktop,0,12001-13000
243,אישה,26,ערבי - נוצרי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,לא יודע/ת,בזק בינלאומי,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,16001-18000,,"mobile, iOS",0,16001-18000
307,גבר,26,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,פרטנר,,,Hot-NextTV,,,,פרטנר TV,Sting TV,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,,"mobile, iOS",0,16001-18000
320,גבר,26,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,סלקום,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,16001-18000,,"mobile, Android",0,16001-18000
498,גבר,26,יהודי,,(02) ירושלים,חילוני/ת,1,סיב אופטי,אחר,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
512,גבר,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,סלקום,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,3001-4000,,desktop,0,3001-4000
651,גבר,26,יהודי,,(04) צפון,חילוני/ת,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,,לא יודע ת,,,,,,,,,,לא יודע ת,,,,,,,,לא יודע ת,,מסרב/ת להשיב,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
752,גבר,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,14001-16000,,desktop,0,14001-16000
758,גבר,26,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,הוט נט,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,9001-10000,,"mobile, Android",0,9001-10000
764,אישה,26,יהודי,,(04) צפון,דתי/ה,1,סיב אופטי,פלאפון,,,,,,,,,,,,לא יודע ת,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,8001-9000,,"mobile, iOS",0,8001-9000
772,אישה,26,ערבי - מוסלמי,נצרת וסביבותיה,,,1,כבלים של הוט,פלאפון,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,6001-7000,,"mobile, iOS",0,6001-7000
812,גבר,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,נטוויזן,,,,,,סלקום TV,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
835,אישה,26,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,12001-13000,,"mobile, iOS",0,12001-13000
837,אישה,26,יהודי,,(08) דרום,מסורתי/ת,1,קו טלפון (ADSL),בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,13001-14000,,"mobile, Android",0,13001-14000
841,אישה,26,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,Hot-NextTV,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
855,גבר,26,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,14001-16000,,"mobile, Android",0,14001-16000
888,אישה,26,יהודי,,(08) דרום,מסורתי/ת,1,לא יודע/ת,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,3001-4000,,"mobile, Android",0,3001-4000
934,אישה,26,יהודי,,(03) מרכז,מסורתי/ת,1,לא יודע/ת,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר שני,16001-18000,,desktop,0,16001-18000
941,אישה,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,18001-22000,,"mobile, Android",0,18001-22000
948,אישה,26,יהודי,,(03) מרכז,חרדי/ת,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,לא יודע ת,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,,"mobile, Android",0,14001-16000
956,אישה,26,יהודי,,(04) צפון,מסורתי/ת,1,כבלים של הוט,הוט נט,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,BIGI,,,,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,10001-11000,,"mobile, iOS",0,10001-11000
1053,אישה,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,סלקום TV,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,18001-22000,,"mobile, Android",0,18001-22000
1084,אישה,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,סלקום,,הוט -Hot ,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,על תיכונית,3001-4000,,desktop,0,3001-4000
1101,אישה,26,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,8001-9000,,"mobile, Android",0,8001-9000
1151,גבר,26,יהודי,,(08) דרום,מסורתי/ת,1,לא יודע/ת,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,,,,לא יודע ת,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,4001-5000,,desktop,0,4001-5000
1172,אישה,26,יהודי,,(02) ירושלים,חילוני/ת,1,לא יודע/ת,פרטנר,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,,"mobile, Android",0,14001-16000
1196,אישה,26,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,עידן פלוס - Idan,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מעל 36000,,"mobile, Android",0,מעל 36000
137,אישה,27,ערבי - מוסלמי,ואדי ערה,,,1,לא יודע/ת,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,הרבה מתחת לממוצע,"mobile, iOS",0,עד 3000
211,אישה,27,יהודי,,(08) דרום,חרדי/ת,1,אחר,גולן טלקום,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,,,,אחר,,,על יסודית,10001-11000,,"mobile, Android",0,10001-11000
330,גבר,27,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,לא יודע/ת,דומה לממוצע,"mobile, Android",0,12001-13000
360,גבר,27,יהודי,,(04) צפון,חילוני/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,18001-22000,,desktop,0,18001-22000
393,גבר,27,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על יסודית,12001-13000,,"mobile, Android",0,12001-13000
433,גבר,27,יהודי,,(02) ירושלים,מסורתי/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,לא יודע/ת,הרבה מתחת לממוצע,desktop,0,עד 3000
438,גבר,27,יהודי,,(02) ירושלים,חילוני/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,סלקום TV,,,,,,,,,,,,,,,,,אף אחד מהם,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,,"mobile, Android",0,10001-11000
447,גבר,27,יהודי,,(04) צפון,חרדי/ת,1,אחר,אחר,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,,,,אחר,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,"mobile, Android",0,12001-13000
457,אישה,27,ערבי - נוצרי,הגליל והגולן,,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,אפל TV - AppleTV,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,desktop,0,18001-22000
460,גבר,27,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,לא יודע/ת,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,,"mobile, Android",0,14001-16000
473,גבר,27,אחר,,(08) דרום,חילוני/ת,1,סיב אופטי,לא יודע/ת,,,,,יס פלוס - Yes,,,Sting TV,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,13001-14000,,"mobile, iOS",0,13001-14000
482,גבר,27,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,לא יודע/ת,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,12001-13000,,"mobile, iOS",0,12001-13000
542,אישה,27,יהודי,,(02) ירושלים,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב
580,גבר,27,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,פלאפון,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,לא יודע ת,,על תיכונית,10001-11000,,"mobile, Android",0,10001-11000
671,גבר,27,יהודי,,(02) ירושלים,דתי/ה,1,לא יודע/ת,019 mobile,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,על תיכונית,13001-14000,,"mobile, Android",0,13001-14000
706,גבר,27,יהודי,,(04) צפון,מסורתי/ת,1,כבלים של הוט,הוט נט,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,על תיכונית,9001-10000,,"mobile, iOS",0,9001-10000
733,אישה,27,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,,לא יודע ת,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,דומה לממוצע,"mobile, iOS",0,12001-13000
765,אישה,27,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,הוט -Hot ,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,"mobile, Android",0,12001-13000
879,אישה,27,ערבי - נוצרי,נצרת וסביבותיה,,,1,סיב אופטי,לא יודע/ת,,,,,,,,,,,,לא יודע ת,,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,5001-6000,,"mobile, iOS",0,5001-6000
899,אישה,27,יהודי,,(02) ירושלים,חילוני/ת,1,לא יודע/ת,פרטנר,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,,,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
911,אישה,27,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,9001-10000,,desktop,0,9001-10000
974,גבר,27,יהודי,,(08) דרום,דתי/ה,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,עידן פלוס - Idan,,,,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,4001-5000,,"mobile, Android",0,4001-5000
985,אישה,27,יהודי,,(08) דרום,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,,"mobile, Android",0,14001-16000
989,גבר,27,יהודי,,(04) צפון,מסורתי/ת,1,כבלים של הוט,הוט נט,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,BIGI,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,תיכונית / ישיבה קטנה,10001-11000,,"mobile, iOS",0,10001-11000
995,אישה,27,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,9001-10000,,"mobile, Android",0,9001-10000
1003,אישה,27,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,,"mobile, iOS",0,16001-18000
