id,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q11,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q17,Q17,Q17,Q17,Q17,Q17,Q17,Q17,Q18,Q20,Q21,device_type,מקור,ISAIncome
863,אישה,34,יהודי,,(08) דרום,חילוני/ת,1,אחר,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,9001-10000,,"mobile, iOS",0,9001-10000
915,אישה,34,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,18001-22000,,"mobile, Android",0,18001-22000
951,אישה,34,יהודי,,(09) שרון,מסורתי/ת,1,אחר,אחר,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,אחר,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,16001-18000,,"mobile, Android",0,16001-18000
963,אישה,34,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,14001-16000,,"mobile, Android",0,14001-16000
1039,גבר,34,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,27001-32000,,"mobile, iOS",0,27001-32000
1195,גבר,34,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,אחר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,על יסודית,18001-22000,,"mobile, iOS",0,18001-22000
1223,אישה,34,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,12001-13000,,desktop,0,12001-13000
33,אישה,35,יהודי,,(09) שרון,דתי/ה,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,עידן פלוס - Idan,,,,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000
56,אישה,35,ערבי - מוסלמי,נצרת וסביבותיה,,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,"mobile, Android",0,12001-13000
85,אישה,35,ערבי - מוסלמי,נצרת וסביבותיה,,,1,לא יודע/ת,בזק בינלאומי,,,,,,,,,,,אחר,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,,"mobile, iOS",0,8001-9000
149,אישה,35,דרוזי,הכרמל וסביבותיו,,,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,,,FreeTV,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,18001-22000,,desktop,0,18001-22000
354,גבר,35,יהודי,,(04) צפון,מסורתי/ת,1,אחר,אחר,,,,,,,,,,,אחר,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,6001-7000,,"mobile, Android",0,6001-7000
430,גבר,35,יהודי,,(02) ירושלים,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,FreeTV,עידן פלוס - Idan,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,14001-16000,,"mobile, iOS",0,14001-16000
486,גבר,35,יהודי,,(08) דרום,דתי/ה,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,,"mobile, Android",0,14001-16000
655,אישה,35,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,22001-27000,,"mobile, Android",0,22001-27000
833,אישה,35,יהודי,,(09) שרון,דתי/ה,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,,,אף אחד מהם,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
944,אישה,35,יהודי,,(08) דרום,מסורתי/ת,1,לא יודע/ת,סמייל 012,,,,יס - Yes,,,,,,,,,,,,,,,,,,לא יודע ת,,,,,,,,לא יודע ת,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מעל 36000,,"mobile, Android",0,מעל 36000
982,אישה,35,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,"mobile, Android",0,27001-32000
1040,אישה,35,יהודי,,(09) שרון,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,11001-12000,,"mobile, iOS",0,11001-12000
1058,גבר,35,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,אקספון 018 (wecom),,,,,,סלקום TV,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000
66,אישה,36,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,דיסני פלוס,,אפל TV - AppleTV,אמאזון פריים - Amazon Prime,,,,,,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על תיכונית,18001-22000,,"mobile, iOS",0,18001-22000
90,גבר,36,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,תיכונית / ישיבה קטנה,11001-12000,,desktop,0,11001-12000
223,גבר,36,יהודי,,(04) צפון,מסורתי/ת,1,קו טלפון (ADSL),הוט נט,,הוט -Hot ,,,,,,,,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
240,גבר,36,דרוזי,הגליל והגולן,,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,,,,,אחר,,,,,,,,,,אחר,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,7001-8000,,"mobile, Android",0,7001-8000
349,אישה,36,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,18001-22000,,"mobile, iOS",0,18001-22000
394,גבר,36,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,desktop,0,18001-22000
427,אישה,36,יהודי,,(03) מרכז,חרדי/ת,1,קו טלפון (ADSL),בזק בינלאומי,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על יסודית,18001-22000,,"mobile, Android",0,18001-22000
448,גבר,36,ערבי - נוצרי,נצרת וסביבותיה,,,1,אחר,גולן טלקום,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר שני,22001-27000,,desktop,0,22001-27000
494,גבר,36,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,10001-11000,,desktop,0,10001-11000
525,אישה,36,ערבי - מוסלמי,נצרת וסביבותיה,,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,4001-5000,,"mobile, Android",0,4001-5000
545,אישה,36,ערבי - מוסלמי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,סלקום,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,,"mobile, Android",0,13001-14000
595,אישה,36,ערבי - מוסלמי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,פרטנר,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב
697,גבר,36,יהודי,,(09) שרון,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,דיסקברי פלוס - Discovery Plus,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, iOS",0,22001-27000
749,גבר,36,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על יסודית,3001-4000,,"mobile, iOS",0,3001-4000
800,גבר,36,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,"mobile, Android",0,18001-22000
821,גבר,36,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר שני,32001-36000,,desktop,0,32001-36000
844,גבר,36,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000
851,אישה,36,יהודי,,(08) דרום,דתי/ה,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,4001-5000,,desktop,0,4001-5000
890,אישה,36,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,7001-8000,,"mobile, Android",0,7001-8000
964,אישה,36,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000
973,אישה,36,יהודי,,(03) מרכז,מסורתי/ת,1,קו טלפון (ADSL),לא יודע/ת,,,,יס - Yes,יס פלוס - Yes,,,,,,,,,,,,,,,,אחר,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,"mobile, iOS",0,27001-32000
1030,גבר,36,דרוזי,הגליל והגולן,,,1,סיב אופטי,הוט נט,,,,,,,,,,עידן פלוס - Idan,,,,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,9001-10000,,"mobile, Android",0,9001-10000
1041,אישה,36,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על תיכונית,18001-22000,,"mobile, Android",0,18001-22000
1070,גבר,36,יהודי,,(09) שרון,חילוני/ת,1,כבלים של הוט,הוט נט,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,"mobile, Android",0,18001-22000
1166,אישה,36,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,16001-18000,,"mobile, Android",0,16001-18000
1212,אישה,36,יהודי,,(02) ירושלים,חרדי/ת,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על יסודית,מסרב/ת להשיב,הרבה מעל הממוצע,"mobile, Android",0,22001-27000
92,אישה,37,ערבי - נוצרי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב
221,אישה,37,דרוזי,הכרמל וסביבותיו,,,1,סיב אופטי,אחר,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,3001-4000,,desktop,0,3001-4000
264,גבר,37,ערבי - מוסלמי,המשולש,,,1,סיב אופטי,אחר,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,לא יודע ת,,,,,,,,,אף אחד מהם,אקדמאית תואר שני,12001-13000,,"mobile, iOS",0,12001-13000
287,גבר,37,ערבי - מוסלמי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,FreeTV,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,11001-12000,,"mobile, Android",0,11001-12000
405,אישה,37,ערבי - מוסלמי,הגליל והגולן,,,1,קו טלפון (ADSL),נטוויזן,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,,"mobile, iOS",0,14001-16000
468,גבר,37,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,019 mobile,,הוט -Hot ,,יס - Yes,,,פרטנר TV,,,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,אמאזון פריים - Amazon Prime,,BIGI,,,,,,,טיידל -  Tidal,דיזר - Deezer,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,,"mobile, Android",0,16001-18000
623,גבר,37,יהודי,,(03) מרכז,חרדי/ת,1,לא יודע/ת,פרטנר,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,יסודית,14001-16000,,"mobile, Android",0,14001-16000
686,גבר,37,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,FreeTV,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,22001-27000,,"mobile, iOS",0,22001-27000
691,גבר,37,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,סלקום,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,"mobile, iOS",0,27001-32000
694,אישה,37,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,אחר,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,6001-7000,,"mobile, Android",0,6001-7000
719,אישה,37,יהודי,,(03) מרכז,מסורתי/ת,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,"mobile, Android",0,18001-22000
744,אישה,37,ערבי - מוסלמי,המשולש,,,1,קו טלפון (ADSL),בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,אחר,,,על תיכונית,18001-22000,,"mobile, iOS",0,18001-22000
775,אישה,37,דרוזי,הכרמל וסביבותיו,,,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,פרטנר TV,,FreeTV,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,18001-22000,,"mobile, iOS",0,18001-22000
782,גבר,37,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,הוט נט,,,,,,,,,FreeTV,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
942,גבר,37,יהודי,,(04) צפון,חילוני/ת,1,כבלים של הוט,בזק בינלאומי,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,desktop,0,27001-32000
979,אישה,37,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,לא יודע/ת,,,,,,,,,,עידן פלוס - Idan,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,11001-12000,,"mobile, Android",0,11001-12000
1090,גבר,37,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,על תיכונית,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
1127,אישה,37,ערבי - נוצרי,נצרת וסביבותיה,,,1,סיב אופטי,לא יודע/ת,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,10001-11000,,"mobile, Android",0,10001-11000
1140,אישה,37,דרוזי,הגליל והגולן,,,1,סיב אופטי,בזק בינלאומי,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,אמאזון פריים - Amazon Prime,דיסקברי פלוס - Discovery Plus,,,,,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,16001-18000,,"mobile, Android",0,16001-18000
1189,גבר,37,יהודי,,(09) שרון,חילוני/ת,1,לא יודע/ת,לא יודע/ת,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,desktop,0,18001-22000
32,גבר,38,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,דיסקברי פלוס - Discovery Plus,,,,,,,YouTube Music   YouTube Premium,,,אחר,,,על תיכונית,22001-27000,,"mobile, Android",0,22001-27000
62,גבר,38,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,FreeTV,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,"mobile, iOS",0,27001-32000
131,גבר,38,דרוזי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,פלאפון,,,,,,,,,,,,,אף אחד מהם,,,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,,desktop,0,10001-11000
215,אישה,38,ערבי - מוסלמי,המשולש,,,1,סיב אופטי,אינטרנט רימון/אתרוג,,,,,,,,,,עידן פלוס - Idan,,,,,,,אפל TV - AppleTV,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,6001-7000,,desktop,0,6001-7000
233,גבר,38,ערבי - מוסלמי,ואדי ערה,,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,על תיכונית,9001-10000,,"mobile, Android",0,9001-10000
654,אישה,38,ערבי - נוצרי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,לא יודע/ת,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,אחר,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,"mobile, Android",0,18001-22000
717,אישה,38,ערבי - מוסלמי,המשולש,,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,אחר,,,,,,,,,,אחר,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,אחר,,,אקדמאית תואר שני,10001-11000,,"mobile, iOS",0,10001-11000
739,גבר,38,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,32001-36000,,"mobile, Android",0,32001-36000
746,אישה,38,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,desktop,0,12001-13000
759,גבר,38,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,22001-27000,,"mobile, iOS",0,22001-27000
925,גבר,38,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,13001-14000,,desktop,0,13001-14000
947,גבר,38,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,אחר,,,,,,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,הרבה מתחת לממוצע,desktop,0,עד 3000
1029,אישה,38,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,10001-11000,,"mobile, Android",0,10001-11000
1050,גבר,38,יהודי,,(03) מרכז,חרדי/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,אף אחד מהם,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,desktop,0,27001-32000
1061,אישה,38,יהודי,,(04) צפון,דתי/ה,1,כבלים של הוט,פרטנר,,הוט -Hot ,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על יסודית,7001-8000,,"mobile, Android",0,7001-8000
1083,אישה,38,יהודי,,(08) דרום,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,12001-13000,,"mobile, Android",0,12001-13000
