ת״ז,מגדר,גיל,לאום,הגדרה דתית,סוג חיבור האינטרנט,ספק האינטרנט,השכלה,הכנסה למשק בית,הכנסה מעל או מתחת לממוצע,סוג מכשיר,מקור,הכנסה,איזור מגורים,ספק טלויזיה ישראלי,צריכת שירותי מוזיקה,הכנסה_מספרית,ספק טלוויזיה בינלאומי,קבוצת_גיל,נטפליקס
483,אישה,58,יהודי,חילוני/ת,סיב אופטי,סלקום,על תיכונית,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(03) מרכז,יס פלוס - Yes,לא יודע ת,,נטפליקס – Netflix,56+,TRUE
520,גבר,58,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,14001-16000,מעט מעל הערך הממוצע,"mobile, Android",0,14001-16000,(03) מרכז,פרטנר TV,אף אחד מהם,15000,נטפליקס – Netflix,56+,TRUE
550,גבר,58,יהודי,דתי/ה,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(08) דרום,סלקום TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
695,אישה,58,יהודי,חילוני/ת,כבלים של הוט,נטוויזן,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,"mobile, Android",0,27001-32000,(03) מרכז,Hot-NextTV; יס - Yes; Sting TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV; דיסקברי פלוס - Discovery Plus,56+,TRUE
880,גבר,58,ערבי - נוצרי,חרדי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,22001-27000,,"mobile, iOS",0,22001-27000,הגליל והגולן,הוט -Hot; יס - Yes; FreeTV,אף אחד מהם,,נטפליקס – Netflix; אחר,56+,TRUE
998,גבר,58,יהודי,מסורתי/ת,סיב אופטי,סלקום,על תיכונית,14001-16000,מעט מעל הערך הממוצע,"mobile, Android",0,14001-16000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,15000,נטפליקס – Netflix; אפל TV - AppleTV,56+,TRUE
9,גבר,59,יהודי,מסורתי/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מעל הממוצע,desktop,0,18001-22000,(08) דרום,Sting TV; FreeTV,ספוטיפיי – Spotify,20000,נטפליקס – Netflix,56+,TRUE
18,גבר,59,יהודי,דתי/ה,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(08) דרום,הוט -Hot,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,17000,נטפליקס – Netflix,56+,TRUE
104,אישה,59,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,22001-27000,,"mobile, Android",0,22001-27000,(02) ירושלים,Sting TV,ספוטיפיי – Spotify,,יוטיוב - YouTube - מנוי בתשלום,56+,FALSE
120,גבר,59,ערבי - מוסלמי,חילוני/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,5001-6000,מעט מתחת לערך הממוצע,"mobile, Android",0,5001-6000,נצרת וסביבותיה,אחר,אחר,5500,אחר,56+,FALSE
127,אישה,59,ערבי - מוסלמי,חרדי/ת,סיב אופטי,נטוויזן,על יסודית,5001-6000,מעט מתחת לערך הממוצע,desktop,0,5001-6000,נצרת וסביבותיה,לא יודע ת,לא יודע ת,5500,לא יודע ת,56+,FALSE
175,גבר,59,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,על תיכונית,6001-7000,מעט מתחת לערך הממוצע,"mobile, Android",0,6001-7000,(08) דרום,יס - Yes,YouTube Music   YouTube Premium,6500,יוטיוב - YouTube - מנוי בתשלום,56+,FALSE
202,גבר,59,יהודי,דתי/ה,סיב אופטי,הוט נט,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,desktop,0,9001-10000,(08) דרום,הוט -Hot,לא יודע ת,9500,נטפליקס – Netflix,56+,TRUE
250,גבר,59,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מתחת לממוצע,desktop,0,9001-10000,(02) ירושלים,הוט -Hot,אף אחד מהם,9500,נטפליקס – Netflix,56+,TRUE
345,אישה,59,ערבי - נוצרי,חרדי/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,הכרמל וסביבותיו,לא יודע ת,YouTube Music   YouTube Premium; אחר,17000,לא יודע ת,56+,FALSE
532,גבר,59,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,דומה לממוצע,"mobile, iOS",0,12001-13000,(09) שרון,יס - Yes,ספוטיפיי – Spotify,12500,נטפליקס – Netflix,56+,TRUE
843,אישה,59,יהודי,חילוני/ת,לא יודע/ת,לא יודע/ת,על תיכונית,4001-5000,מעט מתחת לערך הממוצע,"mobile, Android",0,4001-5000,(03) מרכז,סלקום TV,YouTube Music   YouTube Premium,4500,נטפליקס – Netflix,56+,TRUE
5,גבר,60,יהודי,חרדי/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,מעט מעל הערך הממוצע,desktop,0,14001-16000,(03) מרכז,פרטנר TV,אף אחד מהם,15000,לא יודע ת,56+,FALSE
119,אישה,60,ערבי - מוסלמי,חרדי/ת,לא יודע/ת,לא יודע/ת,תיכונית / ישיבה קטנה,4001-5000,מעט מתחת לערך הממוצע,"mobile, Android",0,4001-5000,נצרת וסביבותיה,אף אחד מהם,אף אחד מהם,4500,נטפליקס – Netflix; BIGI,56+,TRUE
145,אישה,60,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(04) צפון,סלקום TV; FreeTV,YouTube Music   YouTube Premium,20000,נטפליקס – Netflix; אפל TV - AppleTV,56+,TRUE
190,אישה,60,יהודי,דתי/ה,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(03) מרכז,פרטנר TV,YouTube Music   YouTube Premium,13500,נטפליקס – Netflix,56+,TRUE
203,אישה,60,ערבי - נוצרי,חילוני/ת,סיב אופטי,הוט נט,על תיכונית,22001-27000,,"mobile, iOS",0,22001-27000,נצרת וסביבותיה,אף אחד מהם,לא יודע ת,,נטפליקס – Netflix,56+,TRUE
212,גבר,60,ערבי - נוצרי,חרדי/ת,כבלים של הוט,הוט נט,על תיכונית,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",הוט -Hot,ספוטיפיי – Spotify,20000,דיסני פלוס; אחר,56+,FALSE
273,גבר,60,יהודי,חרדי/ת,סיב אופטי,אקספון 018 (wecom),על תיכונית,6001-7000,מעט מתחת לערך הממוצע,"mobile, Android",0,6001-7000,(08) דרום,הוט -Hot; יס - Yes,YouTube Music   YouTube Premium,6500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,56+,TRUE
309,גבר,60,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,מעל 36000,,desktop,0,מעל 36000,(04) צפון,הוט -Hot,YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV,56+,TRUE
452,אישה,60,יהודי,מסורתי/ת,סיב אופטי,הוט נט,תיכונית / ישיבה קטנה,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(04) צפון,הוט -Hot,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix,56+,TRUE
480,גבר,60,יהודי,דתי/ה,סיב אופטי,אחר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,מעט מעל הערך הממוצע,desktop,0,14001-16000,(04) צפון,לא יודע ת,ספוטיפיי – Spotify,15000,נטפליקס – Netflix,56+,TRUE
716,אישה,60,יהודי,מסורתי/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(08) דרום,יס - Yes,ספוטיפיי – Spotify,10500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,56+,TRUE
86,גבר,61,יהודי,חילוני/ת,סיב אופטי,הוט נט,אקדמאית תואר שני,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(08) דרום,הוט -Hot,YouTube Music   YouTube Premium,12500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,56+,TRUE
103,אישה,61,יהודי,מסורתי/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,desktop,0,8001-9000,(08) דרום,יס פלוס - Yes,YouTube Music   YouTube Premium,8500,נטפליקס – Netflix,56+,TRUE
222,אישה,61,יהודי,דתי/ה,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,הוט -Hot,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; BIGI,56+,TRUE
276,אישה,61,דרוזי,חילוני/ת,אחר,בזק בינלאומי,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,"mobile, Android",0,6001-7000,הכרמל וסביבותיו,אחר,אחר,6500,אחר,56+,FALSE
280,גבר,61,ערבי - נוצרי,חילוני/ת,אחר,בזק בינלאומי,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,desktop,0,6001-7000,נצרת וסביבותיה,אחר,YouTube Music   YouTube Premium,6500,אחר,56+,FALSE
485,גבר,61,יהודי,חילוני/ת,סיב אופטי,הוט נט,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,20000,נטפליקס – Netflix; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,56+,TRUE
488,גבר,61,יהודי,מסורתי/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,9001-10000,מעט מתחת לערך הממוצע,"mobile, Android",0,9001-10000,(03) מרכז,יס - Yes; FreeTV,ספוטיפיי – Spotify,9500,נטפליקס – Netflix,56+,TRUE
519,אישה,61,יהודי,חילוני/ת,סיב אופטי,סמייל 012,אקדמאית תואר שני,22001-27000,,"mobile, Android",0,22001-27000,(08) דרום,יס פלוס - Yes,ספוטיפיי – Spotify,,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
704,גבר,61,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,desktop,0,16001-18000,(03) מרכז,פרטנר TV,ספוטיפיי – Spotify,17000,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
723,גבר,61,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,desktop,0,12001-13000,(03) מרכז,סלקום TV,אף אחד מהם,12500,לא יודע ת,56+,FALSE
845,אישה,61,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(04) צפון,סלקום TV; FreeTV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,20000,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,56+,TRUE
253,אישה,62,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,מסרב/ת להשיב,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(08) דרום,יס - Yes; יס פלוס - Yes,אף אחד מהם,,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
505,אישה,62,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,14001-16000,מעט מעל הערך הממוצע,desktop,0,14001-16000,(03) מרכז,יס - Yes,YouTube Music   YouTube Premium,15000,נטפליקס – Netflix,56+,TRUE
564,גבר,62,ערבי - מוסלמי,חרדי/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר שני,11001-12000,מעט מתחת לערך הממוצע,"mobile, Android",0,11001-12000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",FreeTV,YouTube Music   YouTube Premium,11500,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,56+,TRUE
661,גבר,62,יהודי,חילוני/ת,קו טלפון (ADSL),בזק בינלאומי,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(03) מרכז,Sting TV,אף אחד מהם,7500,יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV,56+,FALSE
696,אישה,62,יהודי,מסורתי/ת,סיב אופטי,סלקום,על תיכונית,11001-12000,מעט מתחת לערך הממוצע,"mobile, iOS",0,11001-12000,(09) שרון,סלקום TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,11500,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,56+,TRUE
757,אישה,62,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(04) צפון,סלקום TV,ספוטיפיי – Spotify,20000,נטפליקס – Netflix,56+,TRUE
40,אישה,63,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(03) מרכז,יס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,10500,נטפליקס – Netflix,56+,TRUE
75,גבר,63,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(08) דרום,אף אחד מהם,ספוטיפיי – Spotify,20000,נטפליקס – Netflix,56+,TRUE
148,אישה,63,יהודי,מסורתי/ת,סיב אופטי,הוט נט,אקדמאית תואר שני,32001-36000,,"mobile, iOS",0,32001-36000,(04) צפון,Hot-NextTV,ספוטיפיי – Spotify,,נטפליקס – Netflix,56+,TRUE
153,גבר,63,יהודי,מסורתי/ת,סיב אופטי,הוט נט,על תיכונית,14001-16000,מעט מעל הערך הממוצע,"mobile, Android",0,14001-16000,(08) דרום,הוט -Hot,אף אחד מהם,15000,נטפליקס – Netflix,56+,TRUE
187,אישה,63,יהודי,דתי/ה,לא יודע/ת,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(03) מרכז,פרטנר TV,ספוטיפיי – Spotify,,נטפליקס – Netflix,56+,TRUE
188,גבר,63,יהודי,מסורתי/ת,סיב אופטי,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(08) דרום,הוט -Hot,אפל מיוזיק - Apple music,20000,נטפליקס – Netflix,56+,TRUE
210,גבר,63,יהודי,חרדי/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,מעט מעל הערך הממוצע,"mobile, Android",0,14001-16000,(08) דרום,FreeTV; אחר,YouTube Music   YouTube Premium,15000,נטפליקס – Netflix,56+,TRUE
241,גבר,63,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,יס - Yes; יס פלוס - Yes,YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,56+,TRUE
352,גבר,63,יהודי,מסורתי/ת,קו טלפון (ADSL),הוט נט,אקדמאית תואר שני,27001-32000,,desktop,0,27001-32000,(04) צפון,יס - Yes,אף אחד מהם,,נטפליקס – Netflix,56+,TRUE
373,גבר,63,יהודי,מסורתי/ת,סיב אופטי,פרטנר,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(04) צפון,אחר,אחר,7500,אחר,56+,FALSE
637,גבר,63,יהודי,חילוני/ת,סיב אופטי,אחר,אקדמאית תואר שני,10001-11000,מעט מתחת לערך הממוצע,"mobile, iOS",0,10001-11000,(02) ירושלים,סלקום TV,אף אחד מהם,10500,נטפליקס – Netflix,56+,TRUE
827,אישה,63,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,desktop,0,9001-10000,(03) מרכז,פרטנר TV; Sting TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,9500,נטפליקס – Netflix,56+,TRUE
1001,גבר,63,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(04) צפון,סלקום TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,7500,נטפליקס – Netflix,56+,TRUE
19,אישה,64,יהודי,דתי/ה,קו טלפון (ADSL),פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,desktop,0,22001-27000,(02) ירושלים,פרטנר TV; FreeTV,ספוטיפיי – Spotify,,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
45,אישה,64,יהודי,חילוני/ת,כבלים של הוט,פלאפון,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(09) שרון,יס פלוס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
154,גבר,64,ערבי - מוסלמי,חרדי/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר שני,12001-13000,מעט מתחת לערך הממוצע,desktop,0,12001-13000,ואדי ערה,יס - Yes,אף אחד מהם,12500,נטפליקס – Netflix; אחר,56+,TRUE
229,גבר,64,יהודי,דתי/ה,סיב אופטי,סלקום,על תיכונית,11001-12000,מעט מתחת לערך הממוצע,"mobile, Android",0,11001-12000,(04) צפון,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,11500,יוטיוב - YouTube - מנוי בתשלום,56+,FALSE
348,גבר,64,יהודי,מסורתי/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,הוט -Hot,YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,56+,TRUE
368,אישה,64,יהודי,מסורתי/ת,קו טלפון (ADSL),נטוויזן,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(09) שרון,אף אחד מהם,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; אפל TV - AppleTV,56+,TRUE
584,גבר,64,יהודי,חילוני/ת,קו טלפון (ADSL),019 mobile,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,6001-7000,מעט מתחת לערך הממוצע,desktop,0,6001-7000,(02) ירושלים,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,6500,נטפליקס – Netflix,56+,TRUE
830,אישה,64,יהודי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,הוט -Hot,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,20000,נטפליקס – Netflix,56+,TRUE
1182,גבר,64,יהודי,מסורתי/ת,סיב אופטי,סלקום,על יסודית,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(04) צפון,סלקום TV,אף אחד מהם,17000,נטפליקס – Netflix,56+,TRUE
115,גבר,65,יהודי,דתי/ה,סיב אופטי,הוט נט,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(04) צפון,הוט -Hot,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,20000,נטפליקס – Netflix,56+,TRUE
144,אישה,65,יהודי,חילוני/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(02) ירושלים,יס - Yes,YouTube Music   YouTube Premium,12500,לא יודע ת,56+,FALSE
